Unnamed: 0,body,generated,score
23,"Photo by JamesQube/Pixabay.com,คู่รักอเมริกัน มิเชล เอเรียส และด็อจ ค็อตตี้ ที่บินจากนอร์ทแคโรไลนา มาดื่มด่ำความสุข เพียงสองเรากับสายลมบนหาดทรายคอสตาริกาเมื่อ ธ.ค.ปีก่อน ต้องบินกลับบ้านอย่างเซ็งในอารมณ์ เพราะ แหวนหมั้นประดับเพชรเม็ดงามหนึ่งกะรัต ดันร่วงหล่นจากกระเป๋าเสื้อพ่อยอดขมองอิ่ม หายวับไปบนผืนทรายแบบไม่รู้เนื้อรู้ตัว,แค่แหวนวงเดียวจะตัดใจซื้อใหม่ก็คงไหว แต่สาวเจ้าก็คงนึกเสียดาย แม้ว่าจะอยากแทงบัญชีสูญ แต่อีกใจก็หวังได้คืน ก็เลยลองโพสต์เข้าไปยังกลุ่มชุมชนชาวคอสตาริกาในเฟซบุ๊ก เผื่อใครพบเจอแล้วส่งคืนให้ก็จักเป็นพระคุณ,แต่แล้วก็มีหนุ่มใหญ่วัยเกษียณชื่อเดวิด แฮร์ริส ส่งเมลเสนอความช่วยเหลือตามหาด้วยเครื่องมือตรวจจับโลหะ ทว่าเมลนั้นไปนอนแอ้ง- แม้งในกล่องจดหมายขยะอยู่เกือบเดือน จนกระทั่งหญิงสาวติดต่อกลับมา ซึ่งชายผู้มีจิตอาสาก็หาแหวนที่จมทรายลึกลงไปถึง 30 ซม. เจอและส่งคืนให้โดยไม่เรียกร้องรางวัลตอบแทน,เจอคนดีส่งของรักกลับคืนมาอย่างนี้ก็นับว่าเทพีแห่งโชคยังเข้าข้าง.,แมวสามสี",คู่รักอเมริกัน มิเชล เอเรียส และด็อจ ค็อตตี้ ได้ไปเที่ยวที่คอสตาริกาในเดือนธันวาคมปีก่อน พวกเขามีความสุขกับการอยู่กันเพียงสองคน แต่แหวนหมั้นที่มีเพชรหนึ่งกะรัตกลับหล่นหายไปจากกระเป๋าเสื้อของมิเชล แหวนวงนี้มีค่ามากสำหรับเธอ แต่เธอก็ไม่อยากซื้อใหม่เพราะรู้สึกเสียดาย แทนที่จะโพสต์ขอความช่วยเหลือในกลุ่มชุมชนคอสตาริกา เธอได้รับอีเมลจากหนุ่มใหญ่วัยเกษียณชื่อเดวิด แฮร์ริส ที่เสนอจะช่วยตามหาด้วยเครื่องมือตรวจจับโลหะ แต่อีเมลนั้นถูกส่งไปยังกล่องจดหมายขยะและไม่ได้รับการตอบสนองจนกระทั่งมิเชลติดต่อกลับมา เดวิดใช้เวลาหลายสัปดาห์ในการค้นหาแหวนที่จมอยู่ในทรายลึกถึง 30 ซม. และในที่สุดเขาก็พบและคืนแหวนให้กับมิเชลโดยไม่เรียกร้องรางวัลตอบแทน การกระทำของเดวิดทำให้มิเชลรู้สึกโชคดีและขอบคุณที่ได้พบกับคนดีๆ ที่ช่วยเหลือเธอ,0.2222222222222222
24,"ลัลลาเบล, ก่อนนอนเสียชีวิตปริศนา ล็อบบี้คอนโดฯ ย่านรัชดา ขณะที่เพื่อนและแฟนคลับ แห่โพสต์ไว้อาลัย,จากกรณี ,ลัลลาเบล, หรือ น.ส.ธิติมา นรพันธ์พิพัฒน์ อายุ 25 ปี สาวพริตตี้ชื่อดัง เสียชีวิตไม่ทราบสาเหตุ เมื่อช่วงเช้ามืดวันที่ 17 ก.ย.62 บริเวณล็อบบี้ คอนโดฯ ย่านรัชดา-ราชพฤกษ์ ใกล้สถานีบีทีเอสตลาดพลู แขวงดาวคะนอง เขตธนบุรี กทม. โดยตำรวจเร่งตรวจสอบกล้องวงจรปิดอย่างละเอียด เพื่อหาสาเหตุการเสียชีวิต,ทั้งนี้ เฟซบุ๊กของ ,ลัลลาเบล, ผู้เสียชีวิตนั้น ได้โพสต์ข้อความสุดท้ายเมื่อเวลา 12.59 น. วันที่ 16 ก.ย.ที่ผ่านมา โดยได้โพสต์ภาพตนเอง พร้อมระบุข้อความว่า , โดยมีเพื่อนผู้เสียชีวิต และแฟนคลับที่ติดตามผลงาน เข้ามาโพสต์อาลัย และแสดงความเสียใจกันเป็นจำนวนมาก.,กับ ปม ลัลลาเบล พริตตี้ดับปริศนา,เร่งคลายปม ลัลลาเบล ดับปริศนา ตำรวจไม่ปักใจเชื่อคำพูด พริตตี้บอย,ไล่เรียงเวลา พริตตี้หนุ่ม อยู่กับพริตตี้สาว ลัลลาเบล ก่อนไร้ลมหายใจ,ดับปริศนาคาคอนโด พริตตี้ ลัลลาเบล,เพื่อนเล่านาทีเจอ ลัลลาเบล นอนตายที่ล็อบบี้ วงจรปิดเจอเบาะแส คนพามา,รอผลชันสูตร ลัลลาเบล พริตตี้สาว นอนเสียชีวิตปริศนา ล็อบบี้คอนโดฯ","ลัลลาเบล, สาวพริตตี้ชื่อดัง, อายุ 25 ปี, เสียชีวิตไม่ทราบสาเหตุในล็อบบี้คอนโดฯ ย่านรัชดา-ราชพฤกษ์ เมื่อช่วงเช้ามืดวันที่ 17 กันยายน 2562. ตำรวจกำลังตรวจสอบกล้องวงจรปิดเพื่อหาสาเหตุการเสียชีวิต. เฟซบุ๊กของลัลลาเบลโพสต์ข้อความสุดท้ายเมื่อเวลา 12.59 น. วันที่ 16 กันยายน โดยมีเพื่อนและแฟนคลับโพสต์อาลัยและแสดงความเสียใจ.",0.75
25,"ยอดขุนพล สิงห์มนัสศักดิ์ มาแบบโหดใส่เป็นชุดทั้งหมัดเช่า จนสามารถน็อก เก็บตะวัน น.ศรีผึ้ง หลับคาเวทีในยกที่ 2 ของการชกเป็นคู่เอก ศึกเพชรหนุ่มน้อย ที่สนามมวยเวทีลุมพินี รามอินทรา, ,วันที่ 22 ก.ย. 60 ศึกเพชรหนุ่มน้อย ที่สนามมวยเวทีลุมพินี รามอินทรา คู่เอก ยอดขุนพล สิงห์มนัสศักดิ์ พบกับ เก็บตะวัน น.ศรีผึ้ง,ยอดขุนพล สิงห์มนัสศักดิ์ ฝ่ายแดง ช่วงนี้ฟอร์มดุเหลือเกิน ไล่กระหน่ำชกหมัดแทงเข่า ทำให้ เก็บตะวัน น.ศรีผึ้ง ฝ่ายน้ำเงิน เซไปเซมา จนท้ายที่สุดทนไม่ไหว ลงไปนอนแน่นิ่ง พ่ายน็อกไปเพียงยกที่ 2 เท่านั้น ,ส่วนผลคู่อื่นมีดังนี้   ,เพชรนินจา หจก.สงวนชัย ชนะน็อกยก 3 เพชรรุ่ง ส.จ.เล็กเมืองนนท์ ,สุริยา ลันตาไลน์ ชนะน็อกยก 3 เด่นเหนือ กีล่าสปอร์ต,ตี๋ใหญ่ ศิษย์หนุ่มน้อย ชนะคะแนน เพชรมาลัย เพชรเจริญวิทย์ ,ยอดสิงห์ สิงห์มาวิน ชนะคะแนน ยอดนักรบ ภ.บุญสิทธิ์ ,โผน พรัญชัย ชนะคะแนน ศรีเพชร ศิษย์หนุ่มน้อย ,ประดู่เงิน ศักดิ์บุรีรัมย์ ชนะคะแนน แสนชัยน้อย ทนายมิเชล   ,คาไจบ้า ภูเก็ตไฟต์คลับ นักมวยบราซิล ชนะคะแนน เควิน คิงส์ก้าศุภมวยไทย นักมวยเคนยา ,สิงห์พิชิต เคซ่ายิม ชนะคะแนน สุดแดนชัย ร.ร.กีฬายโสธร",ยอดขุนพล สิงห์มนัสศักดิ์ ชนะน็อก เก็บตะวัน น.ศรีผึ้ง ในยกที่ 2 ของการชกเป็นคู่เอก ศึกเพชรหนุ่มน้อย ที่สนามมวยเวทีลุมพินี รามอินทรา วันที่ 22 กันยายน 2560.,0.5555555555555556
26,พ.อ.ศักดา เพชรจินดา ประธานเทคนิคสมาคมมวยสากลแห่งประเทศไทยเดินทางเข้าชี้แจงการเตรียมทีมของทีมมวยสากลสมัครเล่นทีมชาติไทยในการเข้าร่วมการแข่งขันรอบคัดเลือกโอลิมปิกที่ประเทศคาซักสถานในเดือน เม.ย.นี้ และการแข่งขันโอลิมปิกรอบสุดท้ายที่กรุงลอนดอน ประเทศอังกฤษในเดือน ก.ค.นี้ต่อคณะกรรมธิการกีฬาวุฒิสภา โดยที่ประชุมมีการแสดงความเป็นห่วงว่าสหพันธ์มวยสากลสมัครเล่นนานาชาติ หรือ ไอบ้า จะไม่อนุมัติให้ เกรียงไกร สุขคุ้ม เปลี่ยนรุ่นการแข่งขันจากรุ่น 81 กิโลกรัมมาลงแข่งขันในรุ่น 75 กิโลกรัมแทน มนัส บุญจำนงค์ที่ขอถอนตัว โดย พ.อ.ศักดา ยืนยันต่อที่ประชุมว่า ไอบ้าได้ส่งหนังสือรับรองให้เกรียงไกรลงแข่งขันในรุ่น 75 กิโลกรัมแล้วสำหรับทีมมวยสากลสมัครเล่นทีมชาติไทยที่จะเดินทางไปแข่งขันรอบคัดเลือกโอลิมปิกที่ประเทศคาซักสถาน ประกอบไปด้วยรุ่น 56 กิโลกรัม วรพจน์ เพชรขุ้ม รุ่น 64 กิโลกรัม วุฒิชัย มาสุข รุ่น 69 กิโลกรัม อภิเชษฐ์ แสนสิทธิ์ และ รุ่น 75 กิโลกรัม เกรียงไกร สุขคุ้ม ซึ่งทีมจะออกเดินทางในวันที่ 3 เม.ย.,พ.อ.ศักดา เพชรจินดา ประธานเทคนิคสมาคมมวยสากลแห่งประเทศไทยได้เข้าชี้แจงการเตรียมทีมมวยสากลสมัครเล่นทีมชาติไทยในการเข้าร่วมการแข่งขันรอบคัดเลือกโอลิมปิกที่ประเทศคาซักสถานในเดือนเมษายน และการแข่งขันโอลิมปิกรอบสุดท้ายที่กรุงลอนดอน ประเทศอังกฤษในเดือนกรกฎาคม ต่อคณะกรรมาธิการกีฬาวุฒิสภา โดยที่ประชุมมีความกังวลเกี่ยวกับการอนุมัติของสหพันธ์มวยสากลสมัครเล่นนานาชาติ (IBA) ที่จะให้เกรียงไกร สุขคุ้ม เปลี่ยนรุ่นการแข่งขันจากรุ่น 81 กิโลกรัมมาลงแข่งขันในรุ่น 75 กิโลกรัมแทนมนัส บุญจำนงค์ที่ขอถอนตัว พ.อ.ศักดา ยืนยันว่า IB ได้ส่งหนังสือรับรองให้เกรียงไกรลงแข่งขันในรุ่น 75 กิโลกรัมแล้ว ทีมมวยสากลสมัครเล่นทีมชาติไทยที่จะเดินทางไปแข่งขันรอบคัดเลือกโอลิมปิกที่ประเทศคาซักสถาน ประกอบไปด้วยรุ่น 56 กิโลกรัม วรพจน์ เพชรขุ้ม รุ่น 64 กิโลกรัม วุฒิชัย มาสุข รุ่น 69 กิโลกรัม อภิเชษฐ์ แสนสิทธิ์ และรุ่น 75 กิโลกรัม เกรียงไกร สุขคุ้ม ทีมจะออกเดินทางในวันที่ 3 เมษายน,0.3333333333333333
27,ชมถ่ายทอดสดหวยการออกสลากกินแบ่งรัฐบาล งวดประจำวันที่ 1 มิถุนายน 2563 ผ่านไทยรัฐทีวี ตั้งแต่ 14.00 น. ดูสด ลุ้นเป็นเศรษฐีแบบเรียลไทม์ทั้งนี้ ผู้ถูกรางวัลสามารถรับเงินรางวัลได้สะดวกขึ้นที่ธนาคารเพื่อการเกษตรและสหกรณ์การเกษตร (ธ.ก.ส.) และธนาคารออมสินทุกสาขาทั่วประเทศ รวมถึง ธนาคารกรุงไทย สาขากรุงเทพฯ และปริมณฑล (เฉพาะสาขาที่เปิดให้บริการรับขึ้นเงินรางวัล) โดยสามารถขึ้นเงินรางวัลงวดปัจจุบันได้ทุกรางวัล ยกเว้นรางวัลที่ 1 มีค่าธรรมเนียมขั้นต่ำ 1% สอบถามรายละเอียดเพิ่มเติมได้ที่ Call Center โทร. 0-2528-9999** ตรวจหวย ทุกรางวัลทั้งหมด ที่นี่ ***** กรุณาตรวจสอบความถูกต้องกับสำนักงานสลากกินแบ่งรัฐบาลอีกครั้ง ***อ่าน ตรวจหวยตรวจหวย 1/6/63 | ตรวจผลสลากกินแบ่งรัฐบาล 1 มิถุนายน 2563พ่อท่านชม ละสังขาร 2 ปี ไม่เน่าเปื่อย ลุ้นเลขเกี่ยวโยง หลังเลขรถบรรทุกสรีระเคยให้โชคอีก 3 วันหวยออก งวดนี้ 01/06/63 กองสลากยังไม่สัญจร,"สรุปข้อความ: ชมถ่ายทอดสดหวยการออกสลากกินแบ่งรัฐบาล งวดประจำวันที่ 1 มิถุนายน 2563 ผ่านไทยรัฐทีวี ตั้งแต่ 14.00 น. ผู้ถูกรางวัลสามารถรับเงินรางวัลได้สะดวกขึ้นที่ธนาคารเพื่อการเกษตรและสหกรณ์การเกษตร (ธ.ก.ส.), ธนาคารออมสิน, และธนาคารกรุงไทย สาขากรุงเทพฯ และปริมณฑล (เฉพาะสาขาที่เปิดให้บริการรับขึ้นเงินรางวัล) โดยสามารถขึ้นเงินรางวัลงวดปัจจุบันได้ทุกรางวัล ยกเว้นรางวัลที่ 1 มีค่าธรรมเนียมขั้นต่ำ 1% สอบถามรายละเอียดเพิ่มเติมได้ที่ Call Center โทร. 0-2528-9999.",0.75
28,เศรษฐีใหม่มาแล้วจ้า ช่างหนุ่ม จ.อุบลราชธานี สุดเฮง ถูกลอตเตอรี่รางวัลที่ 1 หมายเลข 781403 ยิ้มรับเงิน 6 ล้านบาทวันที่ 16 ก.พ. 2563 ผู้สื่อข่าวรายงานว่า หลังจากการออกรางวัลสลากกินแบ่งรัฐบาล หรือ ลอตเตอรี่ งวดประจำวันที่ 16 กุมภาพันธ์ 2563 โดยรางวัลที่ 1 ได้แก่ หมายเลข 781403ต่อมา แฟนเพจเฟซบุ๊ก มีด่านบอกด้วย อุบลราชธานี โพสต์ข้อความแสดงความยินดีกับผู้ที่ถูกลอตเตอรี่รางวัลที่ 1 โดยระบุข้อความว่า #รางวัลที่1อุบล ช่างมาทำร้านสยามชัยสาขาตระการถูกรางวัลที่ 1อย่างไรก็ตาม ทีมข่าวไทยรัฐออนไลน์ ขอแสดงความยินดีกับผู้โชคดีทุกท่าน สำหรับใครที่ยังไม่ตรวจหวย อย่าลืม ตรวจลอตเตอรี่ ผลการออกรางวัลงวดวันที่ 16 กุมภาพันธ์ 2563.ขอบคุณเฟซบุ๊ก มีด่านบอกด้วย อุบลราชธานีอ่านตรวจหวย 16/2/63 | ตรวจผลสลากกินแบ่งรัฐบาล 16 กุมภาพันธ์ 2563เลขเด็ดนี้มีที่มา 2 ตัวจากศาลเก่าพ่อปู่-แม่ย่า ตรงขันน้ำมนต์คำชะโนดเลขเด็ดที่วัดไผ่แขก คู่รักจับมือเสี่ยงเซียมซี ขอความเฮงกับพ่อขุนช้าง,เศรษฐีใหม่มาแล้ว ช่างหนุ่มจากจังหวัดอุบลราชธานีถูกลอตเตอรี่รางวัลที่ 1 หมายเลข 781403 และยิ้มรับเงิน 6 ล้านบาทในวันที่ 16 กุมภาพันธ์ 2563 หลังจากการออกรางวัลสลากกินแบ่งรัฐบาลหรือลอตเตอรี่ งวดประจำวันที่ 16 กุมภาพันธ์ 2563 โดยรางวัลที่ 1 ได้แก่ หมายเลข 781403 แฟนเพจเฟซบุ๊ก มีด่านบอกด้วย อุบลราชธานี โพสต์ข้อความแสดงความยินดีกับผู้ที่ถูกลอตเตอรี่รางวัลที่ 1 โดยระบุข้อความว่า #รางวัลที่1อุบล ช่างมาทำร้านสยามชัยสาขาตระการถูกรางวัลที่ 1 ทีมข่าวไทยรัฐออนไลน์ ขอแสดงความยินดีกับผู้โชคดีทุกท่าน สำหรับใครที่ยังไม่ตรวจหวย อย่าลืมตรวจลอตเตอรี่ ผลการออกรางวัลงวดวันที่ 16 กุมภาพันธ์ 2563,0.0
29,หลังประชุม ครม. และ คสช. ประยุทธ์ จันทร์โอชา เผยเตรียมใช้ ม.44 ขยายเวลาให้พรรคการเมืองจัดการงานธุรการ และจัดระบบสมาชิกพรรคการเมืองให้ ย้ำไม่ต้องกังวล ไม่กระทบโรดแมปการเลือกตั้ง19 ธ.ค. 2560 ที่ทำเนียบรัฐบาล พล.อ.ประยุทธ์ จันทร์โอชา นายกรัฐมนตรี และหัวหน้าคณะรักษาความสงบแห่งชาติ (คสช.) ให้สัมภาษณ์สื่อมวลชนหลังการประชุมคณะรัฐมนตรี และการประชุม คสช. ว่า ที่ประชุมได้หารือเรื่องการแก้กฎหมายพรรคการเมืองต้องใช้อำนาจตามมาตรา 44 ในรัฐธรรมนูญชั่วคราวปี 2557 ขยายเวลาให้พรรคการเมืองสามารถดำเนินงานธุรการ และจัดการเรื่องระบบสมาชิกพรรคการเมืองทั้งนี้ตาม พ.ร.ป.ว่าด้วยพรรคการเมืองระบุว่า ให้พรรคการต้องดำเนินการให้มีสมาชิกพรรคครบ 500 คน ภายใน 180 วันหลังกฎหมายบังคับ ทั้งนี้รัฐบาลจะใช้อำนาจตามมาตรา 44 ขยายระยะเวลาที่บังคับไว้ในกฎหมายออกไป พล.อ.ประยุทธ์ ระบุด้วยว่า ขอให้ประชาชน และพรรคการเมืองไม่ต้องกังวล พรรคการเมืองใหม่ และพรรคการเมืองเก่ายังมีระยะเวลาในการดำเนินการด้านธุรการ และเรื่องการทำระบบสมาชิกพรรคการเมือง โดยทุกอย่างยังเป็นไปตามโรดแมปเดิมเรียบเรียงจาก: ย ,หลังการประชุม ครม. และ คสช. ประยุทธ์ จันทร์โอชา เผยว่าเตรียมใช้ ม.44 ขยายเวลาให้พรรคการเมืองจัดการงานธุรการและจัดระบบสมาชิกพรรคการเมือง โดยย้ำว่าไม่ต้องกังวล เพราะจะไม่กระทบโรดแมปการเลือกตั้ง 19 ธันวาคม 2560.,0.0
30,ศบค.แถลง พบติดเชื้อโควิด-19 เพิ่มวันนี้ 6 ราย เป็นคนไทยกลับมาจากต่างประเทศเช่นเดิม จาก อียิปต์-สหรัฐฯ-เยอรมัน ผู้ป่วยยืนยันสะสม 3261 ราย ผู้เสียชีวิต ยังคงเดิม 58 ศพ ไทยอันดับ 103ของโลกเมื่อเวลา 11.30 น. วันที่ 22 ก.ค. 2563 นายแพทย์ทวีศิลป์ วิษณุโยธิน โฆษกศูนย์บริหารสถานการณ์การแพร่ระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 (โควิด-19) หรือศบค.แถลงสถานการณ์ประจำวันที่ทำเนียบรัฐบาล โดยมีรายงานดังนี้ ผู้ป่วยยืนยันติดเชื้อในประเทศ 0 ราย ผู้ป่วยยืนยันติดเชื้อใน State Quarantine 6 ราย รักษาหายเพิ่มขึ้น 0 ราย กลับบ้านแล้ว 3105 ราย ยังรักษาตัวในโรงพยาบาล 98 ราย ไม่มีรายงานผู้เสียชีวิต ยอดผู้เสียชีวิตคงที่ 58 ศพ ยอดผู้ป่วยยืนยันสะสม 3261 ราย ประเทศไทย เป็นอันดับที่ 103 ของโลกนายแพทย์ทวีศิลป์ กล่าวต่อว่า วันนี้ มีการประชุม ศบค.ชุดใหญ่ ที่ทำเนียบรัฐบาล ยืนยัน สรุปทุกรายไม่พบเชื้อโควิด-19 ทั้งที่ จ.ระยอง และ กทม. ผู้ติดเชื้อทั้ง 6 ราย มาจากอียิปต์ 4 ราย สหรัฐอเมริกา 1 ราย และเยอรมนี 1 ราย,"ศบค.แถลงพบผู้ติดเชื้อโควิด-19 เพิ่ม 6 ราย เป็นคนไทยที่กลับมาจากต่างประเทศ โดยมาจากอียิปต์ 4 ราย, สหรัฐฯ 1 ราย และเยอรมนี 1 ราย ผู้ป่วยยืนยันสะสม 3,261 ราย ผู้เสียชีวิตคงที่ 58 ศพ ไทยอยู่ในอันดับ 103 ของโลก",0.6
31,หมายเหตุประเพทไทยสัปดาห์นี้ พบกับ คำ ผกา และ อรรถ บุนนาค มาคุยกันถึงเหตุการณ์เกี่ยวกับ สตรีนิยม ในต่างประเทศที่เพิ่งมีการต่อต้านจากสตรีด้วยกัน ด้วยการรณรงค์ปฏิเสธสตรีนิยม การรณรงค์ดังกล่าวนี้เกิดขึ้นในช่วงราว 2 เดือนเศษที่ผ่านมาบนโลกสังคมออนไลน์ เมื่อมีผู้หญิงจำนวนหนึ่งถ่ายภาพคู่กับกระดาษที่เขียนข้อความขึ้นต้นว่า I dont need feminism และบรรยายเหตุผลต่างๆ ของการปฏิเสธกระแสสตรีนิยม และเผยแพร่ไปบนอินเตอร์เน็ตหมายเหตุประเพทไทยสัปดาห์นี้ จับกระแสความเคลื่อนไหวต่อต้านสตรีนิยมมาวิเคราะห์ และพูดคุยถึงประวัติศาสตร์การต่อสู้ของสตรีนิยมซึ่งนับถอยหลังไปได้ไกลถึงเกือบหนึ่งศตวรรษ โดยเป็นขบวนการต่อสู้ในสังคมตะวันตกเพื่อให้ผู้หญิงมีความเป็นมนุษย์เท่าเทียมกับผู้ชาย จนกระทั่งการต่อสู้เพื่อความเท่าเทียมในเรื่องอื่นๆ รวมถึงการต่อสู้เพื่อจะไม่ถูกเลือกปฏิบัติอันเนื่องจากความเป็นผู้หญิง,"หมายเหตุประเพทไทยในสัปดาห์นี้มีการพูดคุยเกี่ยวกับเหตุการณ์ล่าสุดที่เกิดขึ้นในโลกออนไลน์ ซึ่งมีผู้หญิงบางกลุ่มออกมาปฏิเสธกระแสสตรีนิยม โดยการถ่ายภาพคู่กับกระดาษที่เขียนข้อความว่า ""I dont need feminism"" และบรรยายเหตุผลในการปฏิเสธสตรีนิยม

รายการได้วิเคราะห์กระแสความเคลื่อนไหวต่อต้านสตรีนิยม และพูดคุยถึงประวัติศาสตร์การต่อสู้ของสตรีนิยมที่มีมานานเกือบหนึ่งศตวรรษ โดยเริ่มต้นจากการต่อสู้ในสังคมตะวันตกเพื่อให้ผู้หญิงมีความเป็นมนุษย์เท่าเทียมกับผู้ชาย จนกระทั่งการต่อสู้เพื่อความเท่าเทียมในเรื่องอื่นๆ รวมถึงการต่อสู้เพื่อไม่ให้ถูกเลือกปฏิบัติเนื่องจากความเป็นผู้หญิง",0.8
32,กรมการขนส่งทางบก จะนำระบบอาร์เอฟไอดี (RFID) เทคโนโลยีตรวจจับความเร็วมาใช้กับรถตู้ร่วมบริการของ ขสมก. และ รถร่วม บขส. ที่วิ่งบนทางด่วน ทางด่วนโทลเวย์ และทางพิเศษระหว่างเมือง หรือมอเตอร์เวย์ รวมถึงทางหลวงแผ่นดินในรัศมี 300 กิโลเมตร ให้ใช้ความเร็วไม่เกิน 90 กิโลเมตรต่อชั่วโมงตั้งแต่วันที่ 1 เมษายนนี้เป็นต้นไป โดย เครื่องตรวจจับความเร็ว มีลักษณะเป็นแถบพลาสติก ติดกับไฟหน้ารถ หรือหลังป้ายต่อภาษีด้านนายสมชัย ศิริวัฒนโชค อธิบดีกรมการขนส่งทางบก กล่าวว่า หากพบรถวิ่งด้วยความเร็วเกินกว่า 90 กิโลเมตรต่อชั่วโมง จะถูกปรับทันที 5000 บาท หากทำผิดซ้ำจะถูกปรับเพิ่มเป็น 10000 บาท พร้อมถอนรถออกจากการประกอบการขณะที่ นายวุฒิชาติ กัลยาณมิตร ผู้จัดการใหญ่ บริษัทขนส่งจำกัด หรือ บขส. กล่าวยืนยันว่าได้ติดตั้งระบบอาร์เอฟไอดีดี ในรถตู้ร่วมบริการของ บขส. ที่มีบริการกล่าว 4000 คันแล้ว ส่วนรถตู้ร่วมบริการ ขสมก. ที่มีประมาณ 5471 คัน ขณะนี้ติดตั้งระบบนี้ไปแล้ว กว่า 2000 คัน แต่จะติดตั้งได้ครบทั้งหมดในวันที่ 1 เมษายนนี้,กรมการขนส่งทางบกจะนำระบบ RFID เทคโนโลยีตรวจจับความเร็วมาใช้กับรถตู้ร่วมบริการของ ขสมก. และ รถร่วม บขส. ที่วิ่งบนทางด่วน ทางด่วนโทลเวย์ และทางพิเศษระหว่างเมือง หรือมอเตอร์เวย์ รวมถึงทางหลวงแผ่นดินในรัศมี 300 กิโลเมตร โดยให้ใช้ความเร็วไม่เกิน 90 กิโลเมตรต่อชั่วโมงตั้งแต่วันที่ 1 เมษายนนี้เป็นต้นไป หากพบรถวิ่งด้วยความเร็วเกินกว่า 90 กิโลเมตรต่อชั่วโมง จะถูกปรับทันที 5000 บาท หากทำผิดซ้ำจะถูกปรับเพิ่มเป็น 10000 บาท พร้อมถอนรถออกจากการประกอบการ ขสมก. และ บขส. ได้ติดตั้งระบบ RFID ในรถตู้ร่วมบริการแล้ว โดย ขสมก. ติดตั้งไปแล้วกว่า 2000 คัน และจะครบ 5471 คันในวันที่ 1 เมษายนนี้ ส่วน บขส. ติดตั้งระบบนี้ในรถตู้ร่วมบริการของ บขส. ที่มีบริการกล่าว 4000 คันแล้ว,1.0
33,"สังคมจะน่าอยู่เราทุกคนต้องช่วยๆ กันเท่าที่จะช่วยได้ อาจจะดูแรงๆ คล้ายจะบ้าๆ บอๆ ไปบ้างกับการแต่งตัวเปรี้ยวเผ็ด ขัดใจใครหลายคนเวลาออกงาน แต่จริงๆ แล้ว อุ๊บ วิริยะ ผู้จัดการดาราชื่อดัง จิตใจงามไม่น้อย เพราะรักน้องหมา ช่วยเหลือน้องหมามายาวต่อเนื่องหลายสิบปีแล้ว เรียกว่าเป็นแม่พระอีกคนของน้องหมาผู้ยากไร้,วันว่าง เจ๊อุ๊บ วิริยะ ก็ใช้เวลาให้เป็นประโยชน์สูงสุดกับน้องหมา เลยชวนน้องๆ ที่รักหมาไปด้วย ควงมากับน้องนางแบบดาวรุ่งพุ่งแรง น้องวีณา ปวีณา ซิงห์ ที่มีจิตใจรักน้องหมาด้วยกัน ไปร่วมบริจาคทำบุญกับน้องหมา ที่บ้านพักสี่ขา ที่ดูแลโดยป้าจุ๊ แถวรังสิต ลำลูกกา ปทุมธานี ,(คลิกดูรายละเอียดการช่วยเหลือหมา),เห็นน้องหมากระโดดพุ่งเข้าใส่ทั้งเจ๊อุ๊บและน้องวีณา ก็แฮปปี้อิ่มสุขแล้ว อุ๊บ วิริยะ และน้องวีณา มีความคิดคล้ายๆ กันคือ แอบตั้งเป้าไว้ว่า อยากทำให้ชีวิตของน้องหมาน้องแมวจรจัดมีค่า และมีคุณภาพยิ่งขึ้น ทำหมันเพื่อลดประชากร ทำวัคซีนเพื่อป้องกันโรค และการแพร่พันธุ์ระบาดของโรคติดต่อ แก้ปัญหาการทารุณกรรมสัตว์ และมีการตั้งกฎหมายเรื่องการค้าและบริโภคเนื้อสุนัขและแมวด้วย.",สังคมจะน่าอยู่ถ้าทุกคนช่วยเหลือกัน อุ๊บ วิริยะ ผู้จัดการดารา มีจิตใจดีและรักน้องหมา ช่วยเหลือน้องหมามานานหลายสิบปี ในวันว่าง เจ๊อุ๊บชวนเพื่อนๆ ที่รักหมาไปบริจาคทำบุญกับน้องหมาที่บ้านพักสี่ขา โดยมีน้องวีณา ปวีณา ซิงห์ ร่วมด้วย ทั้งสองมีความคิดคล้ายกันในการทำให้ชีวิตน้องหมาน้องแมวจรจัดมีคุณภาพมากขึ้น โดยการทำหมัน ทำวัคซีน และแก้ปัญหาการทารุณกรรมสัตว์,0.6
